34,39,3,35,63
28,39,8,36,85
43,7,25,48,19
1,32,21,13,44
42,37,46,43,82
10,8,13,40,81
3,3,24,6,74
44,12,29,31,17
32,35,14,32,31
16,48,5,36,15
48,13,10,14,20
38,25,15,1,1
45,22,22,36,84
15,9,44,28,19
50,22,6,19,64
42,19,1,44,60
50,9,17,25,54
38,50,43,9,5
10,5,17,29,34
23,17,10,13,39
42,34,46,21,63
28,45,10,35,10
17,13,41,34,53
43,40,41,23,46
37,15,3,47,75
42,26,46,20,79
37,26,34,21,45
34,10,27,50,57
3,21,31,20,31
25,38,32,6,47
42,15,29,26,59
38,11,9,21,48
16,30,2,43,8
32,27,5,6,79
40,14,32,3,80
6,15,39,38,55
7,35,29,43,17
11,48,36,16,74
5,10,17,7,16
1,37,36,25,6
24,6,17,44,49
13,18,31,23,54
24,13,20,39,35
50,12,20,27,2
26,47,12,6,19
43,42,45,42,21
40,39,1,34,88
9,20,8,8,10
14,29,26,22,82
11,44,2,7,22
19,15,16,32,41
27,32,48,15,70
23,49,27,35,26
4,18,26,41,9
36,40,43,46,21
6,16,17,27,47
48,20,20,31,46
18,8,44,47,71
36,49,31,14,29
33,32,24,27,34
31,45,19,18,67
27,38,8,21,70
24,32,46,2,16
14,25,46,13,80
3,4,48,48,75
7,20,9,47,78
1,29,13,21,49
45,18,11,3,71
12,28,43,1,44
14,4,11,25,28
45,33,17,23,4
17,18,34,9,66
6,50,49,35,87
15,36,40,47,37
14,17,16,17,85
4,24,19,11,14
50,25,37,5,35
39,35,44,18,41
45,34,40,6,24
12,41,20,17,8
10,30,6,4,6
35,16,19,22,4
13,25,48,3,61
17,1,43,34,14
42,37,6,33,76
1,17,20,20,44
43,41,47,44,76
48,50,31,29,40
21,48,4,38,2
43,32,17,26,31
17,28,26,36,35
12,40,11,33,80
43,22,2,9,52
40,14,22,15,82
48,47,12,10,82
34,35,50,37,68
14,46,9,41,33
3,10,30,36,57
15,23,38,12,85
49,17,7,31,51
10,11,29,29,4
41,25,36,11,54
19,11,24,47,47
47,11,32,43,20
25,25,18,22,1
33,28,40,7,15
24,25,36,4,72
46,30,49,22,38
34,42,46,12,31
33,20,35,33,62
45,5,19,43,57
42,47,8,2,71
25,13,6,44,50
29,20,6,35,23
15,28,30,19,78
5,46,44,34,78
47,3,1,19,67
18,45,49,36,42
22,11,35,4,87
46,31,36,36,56
8,39,5,29,65
24,13,3,7,22
1,45,10,30,69
32,29,14,20,24
1,9,45,26,12
45,43,25,1,3
11,17,13,30,3
5,38,41,45,13
7,1,5,38,8
20,32,26,22,23
3,4,36,18,73
45,40,16,8,75
46,38,22,31,52
43,44,40,7,39
2,34,11,22,54
20,7,18,17,24
30,36,11,11,14
8,43,24,16,30
19,27,28,41,2
40,13,39,32,43
21,32,50,22,9
45,40,25,39,29
19,41,4,35,36
17,42,28,47,44
31,23,5,43,16
3,39,42,38,34
28,20,31,9,26
24,35,40,27,30
24,49,30,45,33
7,25,6,29,69
41,25,11,48,70
20,8,38,7,73
7,48,1,48,35
30,22,38,47,82
40,44,50,49,7
3,31,17,45,28
12,2,31,38,28
39,45,44,32,49
11,3,49,21,2
35,20,50,28,21
7,1,1,4,86
24,29,39,38,71
26,21,36,13,15
13,16,5,44,86
38,35,30,3,32
43,14,33,15,14
46,40,11,27,31
29,34,43,21,18
47,1,7,44,79
35,36,3,37,40
4,35,42,15,23
29,3,8,47,3
31,34,27,12,81
30,36,30,50,40
41,41,47,40,17
19,36,47,42,59
20,1,22,45,80
45,33,20,33,2
14,39,3,1,24
3,42,42,36,56
50,16,50,24,79
46,21,49,34,4
23,38,7,11,26
37,3,25,21,58
9,41,39,49,9
17,15,16,45,13
34,13,37,10,63
37,18,5,49,37
21,14,31,5,10
41,47,39,28,6
25,14,18,1,12
21,10,28,46,28
30,31,36,22,36
47,38,47,24,40
19,45,41,20,77
24,17,16,19,23
17,31,23,38,4
16,14,15,4,2
29,20,7,39,37
49,48,34,33,65
29,43,25,43,67
25,30,30,36,53
23,19,14,25,8
46,7,18,19,2
16,10,28,20,48
41,16,15,50,31
43,19,15,18,66
7,14,16,16,80
9,13,5,30,65
28,15,47,27,32
35,34,1,48,13
2,43,25,30,6
26,10,46,12,16
2,46,20,45,38
2,18,45,4,13
47,36,12,48,25
36,13,50,25,27
11,17,18,34,57
17,31,32,39,22
23,14,20,11,58
27,13,11,30,40
19,3,25,2,72
9,9,17,11,40
19,12,44,34,15
30,49,13,30,18
4,15,26,41,33
9,19,10,9,31
19,5,19,38,2
12,13,43,3,24
47,40,22,9,23
47,11,29,27,82
34,37,24,1,1
37,23,37,36,65
27,16,33,3,68
46,34,5,11,37
11,17,10,11,43
37,33,8,2,14
11,28,21,33,23
46,29,45,2,54
3,2,41,20,38
13,6,41,8,51
10,15,44,43,26
20,24,9,17,9
20,8,10,7,44
21,9,32,31,83
6,8,28,9,58
45,12,46,40,74
27,14,16,15,20
33,25,1,3,18
31,37,13,13,12
10,28,35,37,38
26,32,47,38,56
7,18,39,20,14
31,11,44,1,38
43,34,2,26,59
30,5,25,43,65
26,28,28,48,28
30,36,24,20,66
4,36,29,33,7
18,45,4,37,35
49,43,36,8,33
42,13,32,18,5
21,3,15,1,61
2,36,35,31,35
10,41,11,21,8
13,22,39,32,74
50,37,48,17,58
35,33,31,12,49
44,25,25,5,71
26,16,24,14,36
49,16,2,21,25
2,31,6,35,28
2,30,38,18,60
10,7,4,17,6
24,24,24,37,54
7,23,12,12,37
6,42,41,34,41
36,5,13,46,42
9,37,29,48,84
37,6,11,43,44
10,22,8,8,62
22,23,34,32,38
8,28,37,27,1
19,8,3,35,17
36,38,36,13,7
13,4,30,36,23
26,9,25,38,22
44,2,30,33,69
13,27,22,20,49
37,34,4,37,35
26,34,44,10,78
15,38,22,5,54
7,50,21,29,23
33,1,42,26,2
33,17,10,7,3
16,12,8,38,8
39,13,27,5,65
3,13,20,27,55
40,39,20,25,79
24,9,16,8,5
15,35,49,39,25
44,8,30,12,44
2,41,31,24,82
29,50,18,48,67
16,4,33,9,57
44,43,18,27,79
12,30,3,12,51
37,37,42,49,28
32,28,18,39,23
47,14,1,39,70
25,7,36,28,58
26,5,20,12,55
50,45,13,29,29
8,23,33,17,46
25,20,46,26,29
49,26,28,40,19
6,34,2,3,36
38,37,24,49,12
31,18,24,4,1
19,5,46,28,57
44,15,48,12,60
3,40,27,38,14
19,50,8,30,3
50,47,17,34,46
44,3,10,37,48
7,24,44,39,88
10,6,15,30,26
25,9,35,37,31
3,16,5,1,17
1,23,10,45,69
1,29,15,3,3
41,36,39,11,39
15,41,19,33,6
19,8,39,34,76
5,28,22,21,82
8,17,16,27,79
7,2,29,41,62
20,11,6,45,5
27,20,49,9,56
43,35,41,8,26
19,25,7,10,42
14,48,18,16,34
36,13,5,50,84
42,30,41,25,79
28,12,50,37,84
47,1,18,7,5
31,42,31,3,48
25,11,8,25,19
19,4,16,45,43
42,37,14,42,88
50,46,7,46,69
46,33,12,50,65
28,39,11,3,32
6,15,18,6,17
46,41,3,46,17
29,43,43,32,22
25,16,45,26,74
34,18,32,7,73
6,9,13,50,23
47,9,47,49,9
14,8,49,41,88
19,29,28,11,35
5,30,22,49,60
19,11,3,17,31
48,13,46,30,33
38,23,21,35,15
46,17,45,13,24
7,17,28,50,39
16,35,32,44,77
44,27,30,34,62
19,8,5,3,4
49,49,39,8,8
34,30,42,50,62
1,17,10,48,65
17,24,41,32,8
17,49,10,11,57
22,36,20,18,26
6,32,29,46,67
33,45,32,18,47
25,30,36,17,52
25,20,13,48,52
47,30,4,49,13
21,46,38,31,57
19,34,45,23,12
14,34,6,45,31
10,43,28,44,22
13,37,10,7,36
47,17,26,30,69
46,20,43,23,26
20,19,6,31,15
26,46,5,31,27
10,3,6,13,36
29,40,35,13,2
48,15,38,31,69
22,16,12,25,62
3,1,19,37,80
41,18,48,38,2
31,43,25,47,22
2,16,4,47,34
12,33,21,42,33
16,35,20,16,61
38,44,14,24,35
29,8,6,28,14
18,15,16,21,43
41,18,15,19,7
2,22,25,37,23
4,34,4,23,73
28,2,38,3,37
9,38,48,11,27
24,46,5,34,55
33,50,34,31,25
4,33,30,31,77
25,45,14,29,5
40,38,41,47,35
39,18,9,1,8
9,38,7,40,60
46,44,29,36,49
18,48,45,16,11
41,2,2,6,23
12,22,13,2,63
23,32,12,22,85
35,1,15,41,88
32,36,43,36,60
20,33,23,22,35
16,50,20,20,52
7,13,30,21,30
18,29,2,50,9
49,26,15,47,53
17,4,40,18,18
21,30,38,16,11
5,17,43,30,4
38,32,41,49,38
38,44,18,42,60
29,11,40,1,77
28,44,38,22,5
47,6,23,29,22
25,48,15,18,61
32,24,24,34,74
6,12,4,47,48
15,17,5,22,5
19,49,11,40,8
45,43,30,14,66
19,28,34,49,75
16,21,12,7,21
23,24,3,12,78
12,19,42,20,12
33,44,11,12,31
45,37,23,42,79
32,48,37,11,23
1,44,7,45,24
41,28,12,43,13
25,28,4,24,51
49,42,25,35,61
27,28,21,41,67
7,13,1,14,59
21,9,11,22,84
23,22,21,8,86
38,47,27,20,3
15,14,14,46,48
35,31,27,20,54
29,26,47,31,45
30,25,12,23,32
5,15,29,3,59
13,24,3,28,14
5,3,33,3,9
32,37,9,23,32
26,31,7,18,20
41,47,28,27,57
22,26,22,37,76
26,27,21,5,23
48,40,41,39,46
50,6,17,17,9
31,18,4,29,72
5,28,14,29,17
14,27,33,3,88
25,13,38,17,43
24,45,12,43,11
11,1,35,12,28
33,11,10,16,77
22,24,31,42,4
39,17,40,43,58
35,10,33,50,29
13,6,3,30,8
6,17,40,30,22
44,40,49,9,10
36,6,35,35,64
3,33,16,24,75
46,45,27,21,39
45,29,25,5,80
10,19,38,39,3
15,45,30,31,25
43,48,21,32,79
42,17,45,4,39
39,5,22,41,7
23,3,5,23,33
10,35,47,16,55
47,6,32,44,77
11,42,23,43,26
15,34,33,20,52
20,22,4,44,26
26,33,33,48,70
39,45,8,7,4
14,33,31,38,47
3,39,8,27,41
8,31,23,15,68
21,35,50,27,16
21,42,2,13,22
9,19,40,21,71
15,49,38,24,59
40,44,44,42,53
9,27,36,13,82
3,22,2,13,18
24,22,9,11,38
49,8,43,18,7
14,20,1,20,53
39,2,16,38,72
47,11,41,48,38
28,25,48,14,12
25,6,39,11,30
46,32,35,2,62
40,15,40,44,66
19,36,18,25,8
42,44,8,4,65
38,44,40,35,3
3,9,2,29,71
14,4,48,27,33
44,28,34,41,71
26,16,49,42,23
25,3,14,25,83
32,32,31,33,20
50,22,7,23,62
46,43,1,3,86
6,39,26,26,45
49,31,43,3,74
30,49,39,39,4
9,25,32,38,66
30,10,31,7,86
33,28,25,28,18
7,8,25,9,62
11,1,33,15,72
8,23,47,39,61
15,18,47,45,19
41,38,42,40,18
2,6,10,44,75
13,14,38,32,83
20,24,39,8,41
13,29,38,32,4
32,8,31,4,23
23,24,2,16,29
50,22,43,43,38
15,17,1,8,22
13,27,4,15,24
2,41,23,49,60
17,48,45,16,47
32,2,23,21,60
2,1,47,24,7
44,11,6,3,62
45,12,32,24,80
15,23,30,2,47
33,29,11,21,49
5,34,27,42,16
35,7,32,36,85
38,7,33,29,51
44,2,29,29,5
18,15,45,26,75
37,20,12,3,23
39,28,12,40,1
44,29,28,40,31
1,5,40,19,3
6,48,12,18,60
44,13,25,13,88
28,16,29,25,65
9,14,40,45,27
30,8,19,8,88
47,25,10,7,79
29,38,28,44,51
28,17,19,1,16
17,20,18,6,15
39,40,8,50,64
16,14,15,9,68
31,14,27,49,30
26,7,31,13,28
2,1,25,8,59
49,8,29,47,52
20,39,35,7,34
50,27,31,29,18
26,50,29,42,14
2,30,13,29,88
14,37,15,24,27
19,24,28,31,71
23,32,32,22,8
9,34,18,30,66
50,34,30,39,51
31,16,4,18,79
28,14,31,32,16
24,29,21,17,1
10,28,34,12,74
3,34,42,47,25
11,35,16,43,53
46,18,9,35,13
35,32,11,2,4
